ownerkey,id
070598,8a85f98344edf8130144f41b0cbc3614
074250,8a85f9844223ddc30142270f54f72eee
074718,8a85f981428c031b01428deb47774fcd
075426,8a85f986423bb9e001424b319f335ded
079997,8a85f9844549e6f00145734ddf1c3d00
082105,8a85f9844549e6f0014565d5ec862110
082664,8a85f987445e223801446a495ddd68b5
085379,8a85f982422d97be0142345c4e17678f
087188,8a85f98244800ff201449384a9b902b8
089425,8a85f987426ce4e70142767344a36e60
