ownerkey,poolid,sku,totalAvailable,expires,id
6340056,8a85f98144844aff014488d059f61625,ES0113909,-1,2018-06-20,8a85f981302cbaf201302d89931e059a
5978856,8a85f98151b09e2b0151b0b2b2ae0512,ES0113909,-1,2018-06-20,8a85f9812f4946c6012f73ab37756f3c
5894300,8a85f98153a7bdce0153aa46b56b7f8b,ES0113909,-1,2018-06-20,8a85f9812f035407012f273805c3284a
6323660,8a85f981545202f001545390f94c6663,ES0113909,-1,2018-06-20,8a85f9812f4946c6012fd60437d8011e
