ownerkey,owner_id
candlepin_admin,8a85f9812e11455a012e115d74520001
5455650,8a85f9812e11455a012e115d76830002
4591605,8a85f9812e264610012e2ac47f6d00a4
5183853,8a85f9812e264610012e2ac4b54a00d9
6157870,8a85f9812e264610012e2ac65a300111
4732701,8a85f9812e264610012e2acb60740207
5988911,8a85f9812e264610012e2acbd2e80229
6264951,8a85f9812e264610012e2acc486d0232
829030,8a85f9812e264610012e2acd33c00278
724112,8a85f9812e264610012e2ace227902a6
