ownerkey,id
0915,8a85f982444acfbf01447a803cf9332e
091830,8a85f98145390024014568b884eb5c55
095854,8a85f9824268e4d601426c38e771046a
1,8a85f983445e22a90144a53f4b570d21
1000064,8a85f983340fb8ea01343e01841856b3
1000223,8a85f98147e987560147e98a44220685
1000247,8a85f98345f133170145f197257a6edb
1000311,8a85f9813005272001301f44cd1a4eb5
1000348,8a85f98746d21fb00146dddf385d6084
1000354,8a85f98239a09af70139a20cdbab08f0
